name1,name2,discovery date,uniport1,uniport2,id1,id2
FGFR2,BEX1,"datetime(2015, 3, 27, 0, 0)",P21802,Q9HBH7,100913,107635
IL13RA2,ESR2,"datetime(2015, 3, 27, 0, 0)",Q14627,Q92731,101987,100229
CASP8,UMPS,"datetime(2015, 3, 27, 0, 0)",Q14790,P11172,100527,113199
ESR2,PSMD11,"datetime(2015, 6, 1, 0, 0)",Q92731,O00231,100229,104893
RCN1,JAK2,"datetime(2015, 4, 7, 0, 0)",Q15293,O60674,107573,103401
YBX1,DDX5,"datetime(2015, 2, 6, 0, 0)",P67809,B5BUE6,106757,104335
AIM2,ZBTB44,"datetime(2015, 2, 9, 0, 0)",O14862,Q8NCP5,112084,112237
ARAF,TCP1,"datetime(2015, 4, 7, 0, 0)",P10398,P17987,105149,115942
AURKA,MTA3,"datetime(2015, 3, 27, 0, 0)",O14965,Q9BTC8,105171,106413
RRAGA,RRAGB,"datetime(2015, 3, 26, 0, 0)",Q7L523,Q5VZM2,114661,112680
AKT1,PDHB,"datetime(2015, 3, 27, 0, 0)",P31749,P11177,112440,113201
FBXW11,MAX,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,P61244,111849,103544
IGF1R,TRIM25,"datetime(2015, 3, 27, 0, 0)",P08069,Q14258,104790,104818
PALB2,CCL5,"datetime(2015, 3, 27, 0, 0)",Q86YC2,P13501,113168,103529
COPS4,STK11,"datetime(2015, 4, 7, 0, 0)",Q9BT78,Q15831,107945,102452
RB1CC1,SYN1,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,P17600,108235,113657
RPS6KC1,DENND6A,"datetime(2015, 4, 7, 0, 0)",Q96S38,Q8IWF6,112118,111750
PYHIN1,BAZ1B,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UIG0,100916,113521
CASP8,GLCE,"datetime(2015, 3, 27, 0, 0)",Q14790,O94923,100527,112206
BLK,YBX3,"datetime(2015, 4, 7, 0, 0)",P51451,P16989,115130,102259
ESR2,DLD,"datetime(2015, 6, 1, 0, 0)",Q92731,P09622,100229,111874
JAK1,DSP,"datetime(2015, 4, 7, 0, 0)",P23458,P15924,107364,101411
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B3KQT9,106757,104688
ESR1,SLC25A6,"datetime(2015, 6, 1, 0, 0)",P03372,P12236,102503,111222
PYHIN1,DNAJC7,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q99615,100916,105607
CDK2AP1,MTA2,"datetime(2015, 5, 1, 0, 0)",O14519,O94776,103697,110912
MARK3,HNRNPDL,"datetime(2015, 4, 7, 0, 0)",P27448,O14979,108432,100844
PYHIN1,SMARCA5,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O60264,100916,109453
KLK7,TGFB1,"datetime(2015, 3, 27, 0, 0)",P49862,P01137,103129,102253
CDH13,PTPN1,"datetime(2015, 3, 27, 0, 0)",P55290,P18031,100447,109850
ESR1,HUWE1,"datetime(2015, 6, 1, 0, 0)",P03372,Q7Z6Z7,102503,105701
BCAS3,ATM,"datetime(2015, 3, 27, 0, 0)",Q9H6U6,Q13315,104854,115411
ESR2,KRT36,"datetime(2015, 6, 1, 0, 0)",Q92731,O76013,100229,106102
BAP1,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q92560,O75815,100643,111502
AIM2,EIF3A,"datetime(2015, 2, 9, 0, 0)",O14862,Q14152,112084,105640
CDK2AP1,CHD4,"datetime(2015, 5, 1, 0, 0)",O14519,Q14839,103697,108804
CHEK2,GNAS,"datetime(2015, 3, 27, 0, 0)",O96017,P63092,108135,115847
MNDA,POP1,"datetime(2015, 2, 9, 0, 0)",P41218,Q99575,100095,109292
ALYREF,SCYL2,"datetime(2015, 4, 7, 0, 0)",Q86V81,Q6P3W7,109128,114821
CDKN2C,ANGPTL4,"datetime(2015, 3, 27, 0, 0)",P42773,Q9BY76,108569,103670
SGK2,CCT3,"datetime(2015, 4, 7, 0, 0)",Q9HBY8,P49368,114230,101876
ESR2,RNFT2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q96EX2,100229,109098
EMD,ARAF,"datetime(2015, 4, 7, 0, 0)",P50402,P10398,108819,105149
ESR1,CCT7,"datetime(2015, 6, 1, 0, 0)",P03372,Q99832,102503,106711
PYHIN1,CHD4,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q14839,100916,108804
ZC3HAV1,MAST3,"datetime(2015, 4, 7, 0, 0)",Q7Z2W4,O60307,104858,107245
CCND1,KLK9,"datetime(2015, 3, 27, 0, 0)",P24385,Q9UKQ9,103741,105870
YBX1,FAM120C,"datetime(2015, 2, 6, 0, 0)",P67809,Q9NX05,106757,112717
CASC3,FGFR4,"datetime(2015, 3, 27, 0, 0)",O15234,P22455,115785,109324
CDH1,NAT2,"datetime(2015, 3, 27, 0, 0)",P12830,P11245,107212,116160
IRAK1,CCT3,"datetime(2015, 4, 7, 0, 0)",P51617,P49368,110648,101876
LYPD3,PALB2,"datetime(2015, 3, 27, 0, 0)",O95274,Q86YC2,114237,113168
PYHIN1,LAMC1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P11047,100916,116491
KRAS,BCAS3,"datetime(2015, 3, 27, 0, 0)",P01116,Q9H6U6,110861,104854
IFI16,ADAR,"datetime(2015, 2, 9, 0, 0)",Q16666,P55265,102038,102966
PYHIN1,XRCC5,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P13010,100916,106516
ABL1,RPLP1,"datetime(2015, 4, 7, 0, 0)",P00519,P05386,104641,100042
MNDA,GNL2,"datetime(2015, 2, 9, 0, 0)",P41218,Q13823,100095,104278
PYHIN1,CBX5,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P45973,100916,113923
XRCC3,BAP1,"datetime(2015, 3, 27, 0, 0)",O43542,Q92560,103225,100643
MNDA,NOP16,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y3C1,100095,103027
BEX2,FGFR2,"datetime(2015, 3, 27, 0, 0)",Q9BXY8,P21802,107789,100913
AURKA,THRSP,"datetime(2015, 3, 27, 0, 0)",O14965,Q92748,105171,113122
NAT2,NBN,"datetime(2015, 3, 27, 0, 0)",P11245,O60934,116160,102935
FANCG,BRCC3,"datetime(2015, 5, 28, 0, 0)",O15287,P46736,113222,111310
ANGPTL4,FBXW7,"datetime(2015, 3, 27, 0, 0)",Q9BY76,Q969H0,103670,104634
MNDA,LYAR,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NX58,100095,101026
AIM2,XRCC5,"datetime(2015, 2, 9, 0, 0)",O14862,P13010,112084,106516
MNDA,PWP1,"datetime(2015, 2, 9, 0, 0)",P41218,Q13610,100095,111819
MNDA,WDR36,"datetime(2015, 2, 9, 0, 0)",P41218,Q8NI36,100095,101349
MBD3,ZNF592,"datetime(2015, 5, 1, 0, 0)",O95983,Q92610,110696,106539
YBX1,KRR1,"datetime(2015, 2, 6, 0, 0)",P67809,Q13601,106757,113901
TSSK6,CCT8,"datetime(2015, 4, 7, 0, 0)",Q9BXA6,P50990,104185,115295
MAP1LC3A,EPAS1,"datetime(2015, 5, 7, 0, 0)",Q9H492,Q99814,116455,115384
SLC38A1,SNX19,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q92543,112297,109255
MNDA,TBL3,"datetime(2015, 2, 9, 0, 0)",P41218,Q12788,100095,106928
ESR2,CTNNA2,"datetime(2015, 6, 1, 0, 0)",Q92731,P26232,100229,111475
AIM2,HOXA13,"datetime(2015, 2, 9, 0, 0)",O14862,P31271,112084,111531
LYPD3,CASP8,"datetime(2015, 3, 27, 0, 0)",O95274,Q14790,114237,100527
SLC38A1,HLA-C,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P30505,112297,114503
SLC38A1,CDS2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,O95674,112297,109765
MNDA,WDR75,"datetime(2015, 2, 9, 0, 0)",P41218,Q8IWA0,100095,103636
PYHIN1,PGK1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P00558,100916,107856
CUL1,EZH2,"datetime(2015, 1, 22, 0, 0)",Q13616,Q15910,111823,109421
FBXW11,DOS,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q8N350,111849,113680
YBX1,PURA,"datetime(2015, 2, 6, 0, 0)",P67809,Q2NLD4,106757,114827
SMAD4,LYPD3,"datetime(2015, 3, 27, 0, 0)",Q13485,O95274,101994,114237
ANAPC11,E2F1,"datetime(2015, 1, 1, 0, 0)",Q9NYG5,Q01094,110409,105610
AMBRA1,GABARAP,"datetime(2015, 3, 1, 0, 0)",Q9C0C7,O95166,103139,110982
XRCC6,MAST3,"datetime(2015, 4, 7, 0, 0)",P12956,O60307,115541,107245
SLC38A9,VDAC2,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,P45880,107436,102418
BRMS1,SNAI1,"datetime(2015, 3, 27, 0, 0)",Q9HCU9,O95863,100868,107734
SCGB3A1,BAG4,"datetime(2015, 3, 27, 0, 0)",Q96QR1,O95429,112925,110877
MNDA,ZCCHC3,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NUD5,100095,114534
S100A14,FGFR2,"datetime(2015, 3, 27, 0, 0)",Q9HCY8,P21802,101453,100913
EPB41L5,RAPGEF2,"datetime(2015, 1, 1, 0, 0)",Q9HCM4,Q9Y4G8,105632,112514
IRAK1,SLC25A10,"datetime(2015, 4, 7, 0, 0)",P51617,Q9UBX3,110648,114388
MAP1S,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q66K74,Q9UKB1,112524,111849
GLCE,PPM1D,"datetime(2015, 3, 27, 0, 0)",O94923,O15297,112206,108980
TRIM28,ARAF,"datetime(2015, 4, 7, 0, 0)",Q13263,P10398,112089,105149
MNDA,CCDC137,"datetime(2015, 2, 9, 0, 0)",P41218,Q6PK04,100095,107472
TYK2,ALYREF,"datetime(2015, 4, 7, 0, 0)",P29597,Q86V81,101260,109128
THRSP,TSG101,"datetime(2015, 3, 27, 0, 0)",Q92748,Q99816,113122,115385
IL24,PALB2,"datetime(2015, 3, 27, 0, 0)",Q13007,Q86YC2,108551,113168
IFI16,GNB2L1,"datetime(2015, 2, 9, 0, 0)",Q16666,P63244,102038,101461
BLID,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,Q8TDY2,115505,108235
PSMC3IP,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,P22455,113935,109324
SLC38A9,ATP5H,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,O75947,107436,102111
AIM2,BEND3,"datetime(2015, 2, 9, 0, 0)",O14862,Q5T5X7,112084,109680
RRAGC,ATP6V1A,"datetime(2015, 3, 26, 0, 0)",Q9HB90,P38606,111654,104396
PRKCZ,DYNLL1,"datetime(2015, 4, 7, 0, 0)",Q05513,P63167,109176,101886
AIM2,HDAC2,"datetime(2015, 2, 9, 0, 0)",O14862,Q92769,112084,114007
ESR2,PPP6C,"datetime(2015, 6, 1, 0, 0)",Q92731,O00743,100229,103436
YBX1,STRBP,"datetime(2015, 2, 6, 0, 0)",P67809,Q96SI9,106757,105867
MNDA,NOP2,"datetime(2015, 2, 9, 0, 0)",P41218,P46087,100095,103019
SLC38A9,LAMTOR2,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,Q9Y2Q5,107436,113071
YWHAE,FBXW11,"datetime(2015, 1, 1, 0, 0)",P62258,Q9UKB1,103095,111849
ESR2,COG6,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9Y2V7,100229,108841
MBD3,SALL4,"datetime(2015, 5, 1, 0, 0)",O95983,Q9UJQ4,110696,112101
MBD3,ZNF687,"datetime(2015, 5, 1, 0, 0)",O95983,Q8N1G0,110696,114913
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B7Z8Y3,106757,115036
RAPGEF2,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,"datetime(2015, 1, 1, 0, 0)",Q9Y4G8,P62805,112514,108386
CASK,SNTB2,"datetime(2015, 4, 7, 0, 0)",O14936,Q13425,100295,109466
SNCB,AKT1,"datetime(2015, 3, 27, 0, 0)",Q16143,P31749,114076,112440
BEX1,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q9HBH7,O75815,107635,111502
IFI16,NVL,"datetime(2015, 2, 9, 0, 0)",Q16666,O15381,102038,102993
ESR2,TTN,"datetime(2015, 6, 1, 0, 0)",Q92731,Q8WZ42,100229,107855
FBXW7,BEX1,"datetime(2015, 3, 27, 0, 0)",Q969H0,Q9HBH7,104634,107635
IRAK1,RCN1,"datetime(2015, 4, 7, 0, 0)",P51617,Q15293,110648,107573
UCHL3,CDH1,"datetime(2015, 10, 1, 0, 0)",P15374,P12830,101770,107212
YY2,TWIST1,"datetime(2015, 1, 1, 0, 0)",O15391,Q15672,107315,105495
IFI16,EIF3L,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9Y262,102038,111278
ESR1,EPRS,"datetime(2015, 6, 1, 0, 0)",P03372,P07814,102503,109418
GLCE,PAX2,"datetime(2015, 3, 27, 0, 0)",O94923,Q02962,112206,111327
PYHIN1,CTCF,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P49711,100916,109641
BCAS3,PALB2,"datetime(2015, 3, 27, 0, 0)",Q9H6U6,Q86YC2,104854,113168
DDX5,SGK2,"datetime(2015, 4, 7, 0, 0)",P17844,Q9HBY8,106274,114230
YBX1,TRIM25,"datetime(2015, 2, 6, 0, 0)",P67809,D3DTY9,106757,100343
ELMO2,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q96JJ3,Q9UKB1,108897,111849
MNDA,NAT10,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H0A0,100095,102686
XRCC3,RNF20,"datetime(2015, 3, 27, 0, 0)",O43542,Q5VTR2,103225,104822
BLID,PARP1,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,P09874,115505,113437
SRPK1,DDX5,"datetime(2015, 4, 7, 0, 0)",Q96SB4,P17844,101000,106274
PYHIN1,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P62805,100916,108386
CXCL1,XRCC3,"datetime(2015, 3, 27, 0, 0)",P09341,O43542,107952,103225
FBXW11,MAST2,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q6P0Q8,111849,101862
HMMR,THRSP,"datetime(2015, 3, 27, 0, 0)",O75330,Q92748,107079,113122
PYHIN1,SAFB,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q15424,100916,105937
TGFB1,THRSP,"datetime(2015, 3, 27, 0, 0)",P01137,Q92748,102253,113122
BLK,ATP5O,"datetime(2015, 4, 7, 0, 0)",P51451,P48047,115130,114799
MNDA,MYBBP1A,"datetime(2015, 2, 9, 0, 0)",P41218,Q9BQG0,100095,100142
MNDA,EXOSC2,"datetime(2015, 2, 9, 0, 0)",P41218,Q13868,100095,105876
MAPK8,CCT6A,"datetime(2015, 4, 7, 0, 0)",P45983,P40227,111093,106213
COPS7A,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q9UBW8,Q9UKB1,103806,111849
AURKA,PSMC3IP,"datetime(2015, 3, 27, 0, 0)",O14965,Q9P2W1,105171,113935
CCL5,BAG4,"datetime(2015, 3, 27, 0, 0)",P13501,O95429,103529,110877
SERPINB5,PALB2,"datetime(2015, 3, 27, 0, 0)",P36952,Q86YC2,110022,113168
YBX1,LARP1B,"datetime(2015, 2, 6, 0, 0)",P67809,Q659C4,106757,109281
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,A8K4B4,106757,105458
ATP5L,BLK,"datetime(2015, 4, 7, 0, 0)",O75964,P51451,110718,115130
ESR2,KRT72,"datetime(2015, 6, 1, 0, 0)",Q92731,Q14CN4,100229,105054
THRSP,STK11,"datetime(2015, 3, 27, 0, 0)",Q92748,Q15831,113122,102452
ZNF821,ATM,"datetime(2015, 3, 27, 0, 0)",O75541,Q13315,100547,115411
MAST3,PARP1,"datetime(2015, 4, 7, 0, 0)",O60307,P09874,107245,113437
IFI16,CACYBP,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9HB71,102038,103102
BCAR3,THRSP,"datetime(2015, 3, 27, 0, 0)",O75815,Q92748,111502,113122
AIM2,HIRA,"datetime(2015, 2, 9, 0, 0)",O14862,P54198,112084,112996
MNDA,DDX27,"datetime(2015, 2, 9, 0, 0)",P41218,Q96GQ7,100095,107439
GREB1,XRCC3,"datetime(2015, 3, 27, 0, 0)",Q4ZG55,O43542,101092,103225
HRAS,IL24,"datetime(2015, 3, 27, 0, 0)",P01112,Q13007,110859,108551
CASP8,ATP1A3,"datetime(2015, 3, 27, 0, 0)",Q14790,P13637,100527,104765
S100A14,STK11,"datetime(2015, 3, 27, 0, 0)",Q9HCY8,Q15831,101453,102452
SRPK1,ILF3,"datetime(2015, 4, 7, 0, 0)",Q96SB4,Q12906,101000,101497
MNDA,GAR1,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NY12,100095,102018
IFI16,CTSD,"datetime(2015, 2, 9, 0, 0)",Q16666,P07339,102038,109050
IFI16,MKI67,"datetime(2015, 2, 9, 0, 0)",Q16666,P46013,102038,108560
MRC2,ESR2,"datetime(2015, 3, 27, 0, 0)",Q9UBG0,Q92731,109060,100229
YBX1,SPATS2L,"datetime(2015, 2, 6, 0, 0)",P67809,Q9NUQ6,106757,113175
ESR1,NONO,"datetime(2015, 6, 1, 0, 0)",P03372,Q15233,102503,114965
APC,NAT2,"datetime(2015, 3, 27, 0, 0)",P25054,P11245,115867,116160
ESR2,DKK3,"datetime(2015, 3, 27, 0, 0)",Q92731,Q9UBP4,100229,115578
IFI16,KIAA0020,"datetime(2015, 2, 9, 0, 0)",Q16666,Q15397,102038,103505
PALB2,PRDM14,"datetime(2015, 3, 27, 0, 0)",Q86YC2,Q9GZV8,113168,109440
XRCC3,ITIH5,"datetime(2015, 3, 27, 0, 0)",O43542,Q86UX2,103225,111411
CFL1,ESR1,"datetime(2015, 3, 27, 0, 0)",P23528,P03372,111334,102503
CHEK2,HOXC6,"datetime(2015, 3, 27, 0, 0)",O96017,P09630,108135,107652
YBX1,IGF2BP3,"datetime(2015, 2, 6, 0, 0)",P67809,O00425,106757,101807
PTEN,OSGIN1,"datetime(2015, 3, 27, 0, 0)",P60484,Q9UJX0,107347,101043
ESR2,PSMC6,"datetime(2015, 6, 1, 0, 0)",Q92731,P62333,100229,113895
CASZ1,PPM1D,"datetime(2015, 3, 27, 0, 0)",Q86V15,O15297,105978,108980
USMG5,BLK,"datetime(2015, 4, 7, 0, 0)",Q96IX5,P51451,102675,115130
XRCC3,TRIM25,"datetime(2015, 3, 27, 0, 0)",O43542,Q14258,103225,104818
PYHIN1,YWHAG,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P61981,100916,108250
AIM2,THEM6,"datetime(2015, 2, 9, 0, 0)",O14862,Q8WUY1,112084,107977
MNDA,RRP7A,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y3A4,100095,103403
JAK3,RNPS1,"datetime(2015, 4, 7, 0, 0)",P52333,Q15287,101659,111813
CASP8,PRDM14,"datetime(2015, 3, 27, 0, 0)",Q14790,Q9GZV8,100527,109440
IFI16,S100A9,"datetime(2015, 2, 9, 0, 0)",Q16666,P06702,102038,110487
IFI16,RANBP1,"datetime(2015, 2, 9, 0, 0)",Q16666,P43487,102038,112929
PYHIN1,CABIN1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9Y6J0,100916,100638
USP37,MAX,"datetime(2015, 7, 23, 0, 0)",Q86T82,P61244,107625,103544
ARAF,DNAJA1,"datetime(2015, 4, 7, 0, 0)",P10398,P31689,105149,101661
IFI16,GNL2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q13823,102038,104278
TGFB1,GREB1,"datetime(2015, 3, 27, 0, 0)",P01137,Q4ZG55,102253,101092
FKBP5,SGK2,"datetime(2015, 4, 7, 0, 0)",Q13451,Q9HBY8,113762,114230
PALB2,MRC2,"datetime(2015, 3, 27, 0, 0)",Q86YC2,Q9UBG0,113168,109060
AIM2,COPA,"datetime(2015, 2, 9, 0, 0)",O14862,P53621,112084,114472
CHEK2,BEX1,"datetime(2015, 3, 27, 0, 0)",O96017,Q9HBH7,108135,107635
ESR2,KRT4,"datetime(2015, 6, 1, 0, 0)",Q92731,P19013,100229,108163
LYPD3,BAG4,"datetime(2015, 3, 27, 0, 0)",O95274,O95429,114237,110877
MNDA,EXOSC6,"datetime(2015, 2, 9, 0, 0)",P41218,Q5RKV6,100095,108487
NAT2,HMMR,"datetime(2015, 3, 27, 0, 0)",P11245,O75330,116160,107079
NOTCH2,IL13RA2,"datetime(2015, 3, 27, 0, 0)",Q04721,Q14627,106892,101987
ESR2,KRT86,"datetime(2015, 6, 1, 0, 0)",Q92731,O43790,100229,101157
FGFR2,RASL10B,"datetime(2015, 3, 27, 0, 0)",P21802,Q96S79,100913,113658
MNDA,EBNA1BP2,"datetime(2015, 2, 9, 0, 0)",P41218,Q99848,100095,102434
IL24,KRAS,"datetime(2015, 3, 27, 0, 0)",Q13007,P01116,108551,110861
AIM2,HDAC1,"datetime(2015, 2, 9, 0, 0)",O14862,Q13547,112084,109208
RHOBTB2,PPM1D,"datetime(2015, 3, 27, 0, 0)",Q9BYZ6,O15297,107229,108980
ESR2,PRMT5,"datetime(2015, 6, 1, 0, 0)",Q92731,O14744,100229,108810
BAG4,CASZ1,"datetime(2015, 3, 27, 0, 0)",O95429,Q86V15,110877,105978
BLK,SNRPD1,"datetime(2015, 4, 7, 0, 0)",P51451,P62314,115130,105355
FBXW11,DOCK1,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q14185,111849,103369
YBX1,ACTN4,"datetime(2015, 2, 6, 0, 0)",P67809,O43707,106757,107701
CASK,ABLIM1,"datetime(2015, 4, 7, 0, 0)",O14936,O14639,100295,111385
SCGB2A2,LSP1,"datetime(2015, 3, 27, 0, 0)",Q13296,P33241,112019,105228
SLC38A1,ATP5EP2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q5VTU8,112297,101139
MNDA,STAU2,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NUL3,100095,113356
ABL1,ILF3,"datetime(2015, 4, 7, 0, 0)",P00519,Q12906,104641,101497
PIK3CA,PSMC3IP,"datetime(2015, 3, 27, 0, 0)",P42336,Q9P2W1,106131,113935
AKT1,MTA3,"datetime(2015, 3, 27, 0, 0)",P31749,Q9BTC8,112440,106413
ESR2,CCT7,"datetime(2015, 6, 1, 0, 0)",Q92731,Q99832,100229,106711
PAX2,MRC2,"datetime(2015, 3, 27, 0, 0)",Q02962,Q9UBG0,111327,109060
IFI16,SRRM2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9UQ35,102038,104614
PYHIN1,RBBP7,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q16576,100916,107735
NBN,BAP1,"datetime(2015, 3, 27, 0, 0)",O60934,Q92560,102935,100643
IFI16,PWP2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q15269,102038,103266
PALB2,CASZ1,"datetime(2015, 3, 27, 0, 0)",Q86YC2,Q86V15,113168,105978
BCL2,LRRK2,"datetime(2015, 1, 1, 0, 0)",P10415,Q5S007,109222,103695
ESR1,WDR26,"datetime(2015, 6, 1, 0, 0)",P03372,Q9H7D7,102503,109665
ESR2,KRT75,"datetime(2015, 6, 1, 0, 0)",Q92731,O95678,100229,101632
ARAF,RCN1,"datetime(2015, 4, 7, 0, 0)",P10398,Q15293,105149,107573
EPSTI1,ESR1,"datetime(2015, 3, 27, 0, 0)",Q96J88,P03372,110334,102503
MAST3,LRRC59,"datetime(2015, 4, 7, 0, 0)",O60307,Q96AG4,107245,103316
PTPN1,AGR3,"datetime(2015, 3, 27, 0, 0)",P18031,Q8TD06,109850,106589
MAST3,RPS21,"datetime(2015, 4, 7, 0, 0)",O60307,P63220,107245,108947
PYHIN1,ATP6V1B2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P21281,100916,110115
ESR2,PSMD4,"datetime(2015, 6, 1, 0, 0)",Q92731,P55036,100229,111074
PYHIN1,PPM1G,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O15355,100916,106707
CASP8,ANGPTL4,"datetime(2015, 3, 27, 0, 0)",Q14790,Q9BY76,100527,103670
AIM2,ZNF646,"datetime(2015, 2, 9, 0, 0)",O14862,O15015,112084,111538
CASK,EEF2,"datetime(2015, 4, 7, 0, 0)",O14936,P13639,100295,104771
MNDA,RSL1D1,"datetime(2015, 2, 9, 0, 0)",P41218,O76021,100095,110361
CHEK2,CDH13,"datetime(2015, 3, 27, 0, 0)",O96017,P55290,108135,100447
THRSP,BRMS1,"datetime(2015, 3, 27, 0, 0)",Q92748,Q9HCU9,113122,100868
BCAR3,GLCE,"datetime(2015, 3, 27, 0, 0)",O75815,O94923,111502,112206
TYK2,BAG2,"datetime(2015, 4, 7, 0, 0)",P29597,O95816,101260,115498
ARAF,YWHAQ,"datetime(2015, 4, 7, 0, 0)",P10398,P27348,105149,109161
MNDA,NVL,"datetime(2015, 2, 9, 0, 0)",P41218,O15381,100095,102993
MNDA,CEBPZ,"datetime(2015, 2, 9, 0, 0)",P41218,Q03701,100095,102823
CCT8,RAF1,"datetime(2015, 4, 7, 0, 0)",P50990,P04049,115295,103651
MNDA,RRP1,"datetime(2015, 2, 9, 0, 0)",P41218,P56182,100095,116237
APC,CCL5,"datetime(2015, 3, 27, 0, 0)",P25054,P13501,115867,103529
CASP8,KLK5,"datetime(2015, 3, 27, 0, 0)",Q14790,Q9Y337,100527,115783
GLCE,BAG4,"datetime(2015, 3, 27, 0, 0)",O94923,O95429,112206,110877
MNDA,DDX24,"datetime(2015, 2, 9, 0, 0)",P41218,Q9GZR7,100095,108927
ESR1,DYNC1H1,"datetime(2015, 6, 1, 0, 0)",P03372,Q14204,102503,101136
STK11,PHF23,"datetime(2015, 3, 27, 0, 0)",Q15831,Q9BUL5,102452,107745
TCEAL2,ERBB2,"datetime(2015, 3, 27, 0, 0)",Q9H3H9,P04626,103756,110434
MBD3,MTA1,"datetime(2015, 5, 1, 0, 0)",O95983,Q13330,110696,107378
TYK2,TRIM28,"datetime(2015, 4, 7, 0, 0)",P29597,Q13263,101260,112089
ESR2,KRT31,"datetime(2015, 6, 1, 0, 0)",Q92731,Q15323,100229,110974
MT-CO3,KRAS,"datetime(2015, 3, 27, 0, 0)",P00414,P01116,103002,110861
AIM2,CHD4,"datetime(2015, 2, 9, 0, 0)",O14862,Q14839,112084,108804
FBXW11,NFE2L2,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q16236,111849,102791
IRAK1,EEF2,"datetime(2015, 4, 7, 0, 0)",P51617,P13639,110648,104771
RRAGA,ATP6V1B2,"datetime(2015, 3, 26, 0, 0)",Q7L523,P21281,114661,110115
MNDA,SKIV2L2,"datetime(2015, 2, 9, 0, 0)",P41218,P42285,100095,107709
ESR2,CAPZA2,"datetime(2015, 6, 1, 0, 0)",Q92731,P47755,100229,110708
ESR2,SCRIB,"datetime(2015, 6, 1, 0, 0)",Q92731,Q14160,100229,101864
CASC3,NBN,"datetime(2015, 3, 27, 0, 0)",O15234,O60934,115785,102935
RB1CC1,VPS45,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,Q9NRW7,108235,112933
